REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,1/01/2015 0:30,4594.19,20.1,TRADE
VIC1,1/01/2015 1:00,4395.72,20.2,TRADE
VIC1,1/01/2015 1:30,4225.04,15.2,TRADE
VIC1,1/01/2015 2:00,4051.82,14.2,TRADE
VIC1,1/01/2015 2:30,3945.14,14.2,TRADE
VIC1,1/01/2015 3:00,3861.07,14.2,TRADE
VIC1,1/01/2015 3:30,3791.92,14.2,TRADE
VIC1,1/01/2015 4:00,3771.59,14.2,TRADE
VIC1,1/01/2015 4:30,3765.99,14.2,TRADE
VIC1,1/01/2015 5:00,3781.36,14.2,TRADE
VIC1,1/01/2015 5:30,3771.39,14.2,TRADE
VIC1,1/01/2015 6:00,3790.19,14.2,TRADE
VIC1,1/01/2015 6:30,3882.4,14.2,TRADE
VIC1,1/01/2015 7:00,3939.12,14.2,TRADE
VIC1,1/01/2015 7:30,3915.53,16.38,TRADE
VIC1,1/01/2015 8:00,3987.38,17.93,TRADE
VIC1,1/01/2015 8:30,4015.35,16.56,TRADE
VIC1,1/01/2015 9:00,4048.26,14.2,TRADE
VIC1,1/01/2015 9:30,4090.48,14.2,TRADE
VIC1,1/01/2015 10:00,4173.39,14.46,TRADE
VIC1,1/01/2015 10:30,4190.55,14.2,TRADE
VIC1,1/01/2015 11:00,4240.28,14.2,TRADE
VIC1,1/01/2015 11:30,4262.65,14.2,TRADE
VIC1,1/01/2015 12:00,4237,16.72,TRADE
VIC1,1/01/2015 12:30,4180.52,14.2,TRADE
VIC1,1/01/2015 13:00,4211.01,22.82,TRADE
VIC1,1/01/2015 13:30,4279.97,20.7,TRADE
VIC1,1/01/2015 14:00,4388.31,38.45,TRADE
VIC1,1/01/2015 14:30,4391.74,88.56,TRADE
VIC1,1/01/2015 15:00,4435.57,72.93,TRADE
VIC1,1/01/2015 15:30,4496.63,68.33,TRADE
VIC1,1/01/2015 16:00,4511.82,27.91,TRADE
VIC1,1/01/2015 16:30,4587.15,81.51,TRADE
VIC1,1/01/2015 17:00,4699.26,58.55,TRADE
VIC1,1/01/2015 17:30,4726.63,68.9,TRADE
VIC1,1/01/2015 18:00,4748.53,24.06,TRADE
VIC1,1/01/2015 18:30,4701.77,21.06,TRADE
VIC1,1/01/2015 19:00,4631.58,-7.24,TRADE
VIC1,1/01/2015 19:30,4525.04,11.51,TRADE
VIC1,1/01/2015 20:00,4529.2,57.87,TRADE
VIC1,1/01/2015 20:30,4574.98,16.84,TRADE
VIC1,1/01/2015 21:00,4566.32,22.47,TRADE
VIC1,1/01/2015 21:30,4407.49,23.7,TRADE
VIC1,1/01/2015 22:00,4217.13,18.65,TRADE
VIC1,1/01/2015 22:30,4115.35,18.79,TRADE
VIC1,1/01/2015 23:00,4136.53,17.06,TRADE
VIC1,1/01/2015 23:30,4479.72,21.09,TRADE
VIC1,2/01/2015 0:00,4477.62,19.96,TRADE
VIC1,2/01/2015 0:30,4196.31,20.55,TRADE
VIC1,2/01/2015 1:00,4040.57,17.77,TRADE
VIC1,2/01/2015 1:30,3916.25,15.03,TRADE
VIC1,2/01/2015 2:00,3788.88,14.43,TRADE
VIC1,2/01/2015 2:30,3695.92,11.16,TRADE
VIC1,2/01/2015 3:00,3643.65,14.82,TRADE
VIC1,2/01/2015 3:30,3647.35,17.37,TRADE
VIC1,2/01/2015 4:00,3640.46,15.51,TRADE
VIC1,2/01/2015 4:30,3647.33,17.21,TRADE
VIC1,2/01/2015 5:00,3783.58,15.35,TRADE
VIC1,2/01/2015 5:30,3976.09,18.17,TRADE
VIC1,2/01/2015 6:00,4052.85,19,TRADE
VIC1,2/01/2015 6:30,4237.12,21.48,TRADE
VIC1,2/01/2015 7:00,4413.12,21.85,TRADE
VIC1,2/01/2015 7:30,4380.33,21.63,TRADE
VIC1,2/01/2015 8:00,4487.83,22.55,TRADE
VIC1,2/01/2015 8:30,4680.74,55.6,TRADE
VIC1,2/01/2015 9:00,4781.87,25.61,TRADE
VIC1,2/01/2015 9:30,4908.14,28.26,TRADE
VIC1,2/01/2015 10:00,4968.08,70.36,TRADE
VIC1,2/01/2015 10:30,5034.04,90.06,TRADE
VIC1,2/01/2015 11:00,5213.81,65.3,TRADE
VIC1,2/01/2015 11:30,5406.19,-10.11,TRADE
VIC1,2/01/2015 12:00,5561.43,50.59,TRADE
VIC1,2/01/2015 12:30,5703.12,-49.6,TRADE
VIC1,2/01/2015 13:00,5938.68,-80.41,TRADE
VIC1,2/01/2015 13:30,6072.35,50.42,TRADE
VIC1,2/01/2015 14:00,6207.91,16.68,TRADE
VIC1,2/01/2015 14:30,6498.75,40.36,TRADE
VIC1,2/01/2015 15:00,6753.32,93.28,TRADE
VIC1,2/01/2015 15:30,6895.61,42.24,TRADE
VIC1,2/01/2015 16:00,7151.46,72.75,TRADE
VIC1,2/01/2015 16:30,7307.94,45.88,TRADE
VIC1,2/01/2015 17:00,7471.01,54.79,TRADE
VIC1,2/01/2015 17:30,7441.9,48.14,TRADE
VIC1,2/01/2015 18:00,7427.87,43.6,TRADE
VIC1,2/01/2015 18:30,7257.78,16.46,TRADE
VIC1,2/01/2015 19:00,7118.49,34.27,TRADE
VIC1,2/01/2015 19:30,6978.12,42.96,TRADE
VIC1,2/01/2015 20:00,6855.77,31.06,TRADE
VIC1,2/01/2015 20:30,6681.08,50.95,TRADE
VIC1,2/01/2015 21:00,6427.58,50.68,TRADE
VIC1,2/01/2015 21:30,6111.31,47.89,TRADE
VIC1,2/01/2015 22:00,5721.46,32.22,TRADE
VIC1,2/01/2015 22:30,5569.62,35.97,TRADE
VIC1,2/01/2015 23:00,5409.85,41.83,TRADE
VIC1,2/01/2015 23:30,5631.48,43.2,TRADE
VIC1,3/01/2015 0:00,5522.82,38.05,TRADE
VIC1,3/01/2015 0:30,5155.59,38.69,TRADE
VIC1,3/01/2015 1:00,4937.36,33.18,TRADE
VIC1,3/01/2015 1:30,4790.46,29.64,TRADE
VIC1,3/01/2015 2:00,4577.05,28.15,TRADE
VIC1,3/01/2015 2:30,4450.09,21.45,TRADE
VIC1,3/01/2015 3:00,4447.08,21.37,TRADE
VIC1,3/01/2015 3:30,4365.46,21.55,TRADE
VIC1,3/01/2015 4:00,4362.58,17.09,TRADE
VIC1,3/01/2015 4:30,4381.66,16.97,TRADE
VIC1,3/01/2015 5:00,4386.78,16.08,TRADE
VIC1,3/01/2015 5:30,4445.31,15.56,TRADE
VIC1,3/01/2015 6:00,4472.42,17.17,TRADE
VIC1,3/01/2015 6:30,4730.61,18.88,TRADE
VIC1,3/01/2015 7:00,4962.08,21.3,TRADE
VIC1,3/01/2015 7:30,5096.48,20.87,TRADE
VIC1,3/01/2015 8:00,5400.1,26.75,TRADE
VIC1,3/01/2015 8:30,5701.74,31.35,TRADE
VIC1,3/01/2015 9:00,5927.22,41.5,TRADE
VIC1,3/01/2015 9:30,6138.64,43.01,TRADE
VIC1,3/01/2015 10:00,6347.97,42.95,TRADE
VIC1,3/01/2015 10:30,6525.58,44.43,TRADE
VIC1,3/01/2015 11:00,6733.45,44.87,TRADE
VIC1,3/01/2015 11:30,6836.08,43.89,TRADE
VIC1,3/01/2015 12:00,6991.39,43.17,TRADE
VIC1,3/01/2015 12:30,7066.7,32.76,TRADE
VIC1,3/01/2015 13:00,7169.99,33.24,TRADE
VIC1,3/01/2015 13:30,7299.09,30.18,TRADE
VIC1,3/01/2015 14:00,7350.99,43.69,TRADE
VIC1,3/01/2015 14:30,7476.79,45.93,TRADE
VIC1,3/01/2015 15:00,7631.12,46.24,TRADE
VIC1,3/01/2015 15:30,7755.73,45.61,TRADE
VIC1,3/01/2015 16:00,7798.59,48.26,TRADE
VIC1,3/01/2015 16:30,7765.91,43.47,TRADE
VIC1,3/01/2015 17:00,7499.2,31.89,TRADE
VIC1,3/01/2015 17:30,7105.62,32.44,TRADE
VIC1,3/01/2015 18:00,6774.36,36.25,TRADE
VIC1,3/01/2015 18:30,6438.43,31.47,TRADE
VIC1,3/01/2015 19:00,6300.99,38.4,TRADE
VIC1,3/01/2015 19:30,6157.27,38.5,TRADE
VIC1,3/01/2015 20:00,6123.86,39.6,TRADE
VIC1,3/01/2015 20:30,6111.31,44.8,TRADE
VIC1,3/01/2015 21:00,5992.04,39.3,TRADE
VIC1,3/01/2015 21:30,5724.73,37.47,TRADE
VIC1,3/01/2015 22:00,5512.6,31.84,TRADE
VIC1,3/01/2015 22:30,5320.82,31.98,TRADE
VIC1,3/01/2015 23:00,5187.98,25.31,TRADE
VIC1,3/01/2015 23:30,5350.96,23.63,TRADE
VIC1,4/01/2015 0:00,5130.66,19.79,TRADE
VIC1,4/01/2015 0:30,4778.39,19.29,TRADE
VIC1,4/01/2015 1:00,4544.91,15.83,TRADE
VIC1,4/01/2015 1:30,4391.97,19.31,TRADE
VIC1,4/01/2015 2:00,4206.24,21.27,TRADE
VIC1,4/01/2015 2:30,4047.72,18.72,TRADE
VIC1,4/01/2015 3:00,3928.46,18.41,TRADE
VIC1,4/01/2015 3:30,3839.61,16.69,TRADE
VIC1,4/01/2015 4:00,3779.38,16.68,TRADE
VIC1,4/01/2015 4:30,3760.15,17.92,TRADE
VIC1,4/01/2015 5:00,3781.18,15.96,TRADE
VIC1,4/01/2015 5:30,3800.01,15.96,TRADE
VIC1,4/01/2015 6:00,3836.78,15.88,TRADE
VIC1,4/01/2015 6:30,3921.88,16.64,TRADE
VIC1,4/01/2015 7:00,4012.16,20.23,TRADE
VIC1,4/01/2015 7:30,3972.39,22.3,TRADE
VIC1,4/01/2015 8:00,4030.6,22.15,TRADE
VIC1,4/01/2015 8:30,4119.2,23.86,TRADE
VIC1,4/01/2015 9:00,4186.44,25.96,TRADE
VIC1,4/01/2015 9:30,4263.2,25.87,TRADE
VIC1,4/01/2015 10:00,4291.03,27.6,TRADE
VIC1,4/01/2015 10:30,4313.26,27.85,TRADE
VIC1,4/01/2015 11:00,4307.34,29.03,TRADE
VIC1,4/01/2015 11:30,4330.31,28.86,TRADE
VIC1,4/01/2015 12:00,4356.49,31.51,TRADE
VIC1,4/01/2015 12:30,4350.87,31.69,TRADE
VIC1,4/01/2015 13:00,4326.5,33.34,TRADE
VIC1,4/01/2015 13:30,4371.54,48.48,TRADE
VIC1,4/01/2015 14:00,4388.18,44.76,TRADE
VIC1,4/01/2015 14:30,4426.6,27.51,TRADE
VIC1,4/01/2015 15:00,4491.82,31.88,TRADE
VIC1,4/01/2015 15:30,4564.4,28.02,TRADE
VIC1,4/01/2015 16:00,4687.94,28.74,TRADE
VIC1,4/01/2015 16:30,4762.01,31.84,TRADE
VIC1,4/01/2015 17:00,4863.94,31.79,TRADE
VIC1,4/01/2015 17:30,4892.87,28.44,TRADE
VIC1,4/01/2015 18:00,4913.07,28.01,TRADE
VIC1,4/01/2015 18:30,4848.21,28.01,TRADE
VIC1,4/01/2015 19:00,4807.13,28.01,TRADE
VIC1,4/01/2015 19:30,4715.07,28.29,TRADE
VIC1,4/01/2015 20:00,4648.02,26.15,TRADE
VIC1,4/01/2015 20:30,4694.94,26.32,TRADE
VIC1,4/01/2015 21:00,4609.07,23.51,TRADE
VIC1,4/01/2015 21:30,4408.64,22.91,TRADE
VIC1,4/01/2015 22:00,4223.01,20.38,TRADE
VIC1,4/01/2015 22:30,4135.42,19.57,TRADE
VIC1,4/01/2015 23:00,4136.84,17.96,TRADE
VIC1,4/01/2015 23:30,4465.58,19.07,TRADE
VIC1,5/01/2015 0:00,4543.97,22.06,TRADE
VIC1,5/01/2015 0:30,4292.52,20.85,TRADE
VIC1,5/01/2015 1:00,4079.63,18.76,TRADE
VIC1,5/01/2015 1:30,3932.39,15.97,TRADE
VIC1,5/01/2015 2:00,3748.56,13.98,TRADE
VIC1,5/01/2015 2:30,3655.1,13.12,TRADE
VIC1,5/01/2015 3:00,3649.2,12.99,TRADE
VIC1,5/01/2015 3:30,3697.66,13.24,TRADE
VIC1,5/01/2015 4:00,3719.13,14.45,TRADE
VIC1,5/01/2015 4:30,3798.03,16.04,TRADE
VIC1,5/01/2015 5:00,3886.75,17.06,TRADE
VIC1,5/01/2015 5:30,4153.65,17.3,TRADE
VIC1,5/01/2015 6:00,4337.94,18.08,TRADE
VIC1,5/01/2015 6:30,4667.73,22.46,TRADE
VIC1,5/01/2015 7:00,4954.36,25.84,TRADE
VIC1,5/01/2015 7:30,4969.39,27.88,TRADE
VIC1,5/01/2015 8:00,5100.55,33.04,TRADE
VIC1,5/01/2015 8:30,5190.53,36.33,TRADE
VIC1,5/01/2015 9:00,5267.32,32.6,TRADE
VIC1,5/01/2015 9:30,5286.98,32.47,TRADE
VIC1,5/01/2015 10:00,5273.53,34.08,TRADE
VIC1,5/01/2015 10:30,5317.65,34.69,TRADE
VIC1,5/01/2015 11:00,5388.11,37.6,TRADE
VIC1,5/01/2015 11:30,5421.87,37.24,TRADE
VIC1,5/01/2015 12:00,5483.15,36.11,TRADE
VIC1,5/01/2015 12:30,5517.22,36.67,TRADE
VIC1,5/01/2015 13:00,5536.54,36.54,TRADE
VIC1,5/01/2015 13:30,5571.72,36.13,TRADE
VIC1,5/01/2015 14:00,5565.57,33.74,TRADE
VIC1,5/01/2015 14:30,5660.38,34.89,TRADE
VIC1,5/01/2015 15:00,5737.94,34.83,TRADE
VIC1,5/01/2015 15:30,5763.71,30.93,TRADE
VIC1,5/01/2015 16:00,5859.43,44.28,TRADE
VIC1,5/01/2015 16:30,5864.24,47.61,TRADE
VIC1,5/01/2015 17:00,5869.3,39.84,TRADE
VIC1,5/01/2015 17:30,5743.17,17.28,TRADE
VIC1,5/01/2015 18:00,5603.55,15.13,TRADE
VIC1,5/01/2015 18:30,5450.58,17.95,TRADE
VIC1,5/01/2015 19:00,5291.47,20.9,TRADE
VIC1,5/01/2015 19:30,5149.75,21.63,TRADE
VIC1,5/01/2015 20:00,5112.36,24.43,TRADE
VIC1,5/01/2015 20:30,5142.86,23.23,TRADE
VIC1,5/01/2015 21:00,4996.07,23.23,TRADE
VIC1,5/01/2015 21:30,4760.22,16.54,TRADE
VIC1,5/01/2015 22:00,4564.97,17.74,TRADE
VIC1,5/01/2015 22:30,4493.94,18.27,TRADE
VIC1,5/01/2015 23:00,4430.59,18.25,TRADE
VIC1,5/01/2015 23:30,4763.12,18.81,TRADE
VIC1,6/01/2015 0:00,4756.95,18.92,TRADE
VIC1,6/01/2015 0:30,4467.7,17.49,TRADE
VIC1,6/01/2015 1:00,4243.54,16.97,TRADE
VIC1,6/01/2015 1:30,4105.86,16,TRADE
VIC1,6/01/2015 2:00,4031.15,13.58,TRADE
VIC1,6/01/2015 2:30,4021.59,13.89,TRADE
VIC1,6/01/2015 3:00,3977.35,14.31,TRADE
VIC1,6/01/2015 3:30,3990.15,14.96,TRADE
VIC1,6/01/2015 4:00,4020.41,15.09,TRADE
VIC1,6/01/2015 4:30,4141.37,16.87,TRADE
VIC1,6/01/2015 5:00,4259.74,16.7,TRADE
VIC1,6/01/2015 5:30,4565.08,18.43,TRADE
VIC1,6/01/2015 6:00,4737.31,19.56,TRADE
VIC1,6/01/2015 6:30,5013.6,22.38,TRADE
VIC1,6/01/2015 7:00,5280.19,29.96,TRADE
VIC1,6/01/2015 7:30,5311.04,33.47,TRADE
VIC1,6/01/2015 8:00,5452.77,34.03,TRADE
VIC1,6/01/2015 8:30,5283.01,32.78,TRADE
VIC1,6/01/2015 9:00,5629.33,38.34,TRADE
VIC1,6/01/2015 9:30,5668.79,36.31,TRADE
VIC1,6/01/2015 10:00,5749.12,36.76,TRADE
VIC1,6/01/2015 10:30,5808.73,41.39,TRADE
VIC1,6/01/2015 11:00,5852.77,42,TRADE
VIC1,6/01/2015 11:30,5902.85,44.7,TRADE
VIC1,6/01/2015 12:00,5966.77,34.12,TRADE
VIC1,6/01/2015 12:30,6014.65,29.21,TRADE
VIC1,6/01/2015 13:00,6098.35,21.82,TRADE
VIC1,6/01/2015 13:30,6232.13,31.91,TRADE
VIC1,6/01/2015 14:00,6302.3,34.44,TRADE
VIC1,6/01/2015 14:30,6382.47,31.82,TRADE
VIC1,6/01/2015 15:00,6438.56,58.88,TRADE
VIC1,6/01/2015 15:30,6541.97,31.13,TRADE
VIC1,6/01/2015 16:00,6661.21,57.06,TRADE
VIC1,6/01/2015 16:30,6741.58,75.8,TRADE
VIC1,6/01/2015 17:00,6723.62,42.84,TRADE
VIC1,6/01/2015 17:30,6594.47,29.82,TRADE
VIC1,6/01/2015 18:00,6485.75,34.12,TRADE
VIC1,6/01/2015 18:30,6300.99,20.12,TRADE
VIC1,6/01/2015 19:00,6217.7,41.77,TRADE
VIC1,6/01/2015 19:30,6017.49,40.42,TRADE
VIC1,6/01/2015 20:00,5912.77,43.37,TRADE
VIC1,6/01/2015 20:30,5881.89,41.36,TRADE
VIC1,6/01/2015 21:00,5687.55,36.45,TRADE
VIC1,6/01/2015 21:30,5438.61,23.93,TRADE
VIC1,6/01/2015 22:00,5151.69,14.5,TRADE
VIC1,6/01/2015 22:30,5015.65,14.2,TRADE
VIC1,6/01/2015 23:00,4971.06,14.2,TRADE
VIC1,6/01/2015 23:30,5295.34,14.99,TRADE
VIC1,7/01/2015 0:00,5224.22,14.54,TRADE
VIC1,7/01/2015 0:30,4911.5,14.2,TRADE
VIC1,7/01/2015 1:00,4696.68,14.2,TRADE
VIC1,7/01/2015 1:30,4596.13,14.2,TRADE
VIC1,7/01/2015 2:00,4502.56,14.2,TRADE
VIC1,7/01/2015 2:30,4404.32,14.2,TRADE
VIC1,7/01/2015 3:00,4337.97,14.2,TRADE
VIC1,7/01/2015 3:30,4320.78,14.2,TRADE
VIC1,7/01/2015 4:00,4344.06,14.2,TRADE
VIC1,7/01/2015 4:30,4415.41,14.2,TRADE
VIC1,7/01/2015 5:00,4467.7,14.2,TRADE
VIC1,7/01/2015 5:30,4672.91,16.72,TRADE
VIC1,7/01/2015 6:00,4874.35,18.31,TRADE
VIC1,7/01/2015 6:30,5181.73,24.12,TRADE
VIC1,7/01/2015 7:00,5436.32,37.43,TRADE
VIC1,7/01/2015 7:30,5587.11,46.08,TRADE
VIC1,7/01/2015 8:00,5813.26,52.29,TRADE
VIC1,7/01/2015 8:30,6033.28,81.34,TRADE
VIC1,7/01/2015 9:00,6229.92,68.51,TRADE
VIC1,7/01/2015 9:30,6458.54,57.35,TRADE
VIC1,7/01/2015 10:00,6731.47,59.46,TRADE
VIC1,7/01/2015 10:30,6980.77,63.39,TRADE
VIC1,7/01/2015 11:00,7172.75,47.99,TRADE
VIC1,7/01/2015 11:30,7339.55,26.17,TRADE
VIC1,7/01/2015 12:00,7567.37,53.59,TRADE
VIC1,7/01/2015 12:30,7740.14,81.53,TRADE
VIC1,7/01/2015 13:00,7962.38,153.51,TRADE
VIC1,7/01/2015 13:30,8067.03,158.1,TRADE
VIC1,7/01/2015 14:00,8049.75,115.17,TRADE
VIC1,7/01/2015 14:30,8061.85,20.77,TRADE
VIC1,7/01/2015 15:00,8032.21,-1.1,TRADE
VIC1,7/01/2015 15:30,7997.75,19.57,TRADE
VIC1,7/01/2015 16:00,8114.81,38.31,TRADE
VIC1,7/01/2015 16:30,8308.01,54.02,TRADE
VIC1,7/01/2015 17:00,8340.57,22.14,TRADE
VIC1,7/01/2015 17:30,8193.06,74.04,TRADE
VIC1,7/01/2015 18:00,8199.38,73.83,TRADE
VIC1,7/01/2015 18:30,7929.88,51.48,TRADE
VIC1,7/01/2015 19:00,7738.9,57.29,TRADE
VIC1,7/01/2015 19:30,7438.95,55.81,TRADE
VIC1,7/01/2015 20:00,7211.36,45.78,TRADE
VIC1,7/01/2015 20:30,7015.27,40.79,TRADE
VIC1,7/01/2015 21:00,6669.79,48.67,TRADE
VIC1,7/01/2015 21:30,6323.89,41.43,TRADE
VIC1,7/01/2015 22:00,6164.62,39.06,TRADE
VIC1,7/01/2015 22:30,5759.93,49.26,TRADE
VIC1,7/01/2015 23:00,5597.47,41.53,TRADE
VIC1,7/01/2015 23:30,5811.98,40.37,TRADE
VIC1,8/01/2015 0:00,5813.26,44.9,TRADE
VIC1,8/01/2015 0:30,5262.31,44,TRADE
VIC1,8/01/2015 1:00,5037.36,43.17,TRADE
VIC1,8/01/2015 1:30,4952.42,32.07,TRADE
VIC1,8/01/2015 2:00,4847.6,31.38,TRADE
VIC1,8/01/2015 2:30,4730.43,24.06,TRADE
VIC1,8/01/2015 3:00,4631.2,17.88,TRADE
VIC1,8/01/2015 3:30,4614.8,19.62,TRADE
VIC1,8/01/2015 4:00,4606.73,21.88,TRADE
VIC1,8/01/2015 4:30,4757.06,28.71,TRADE
VIC1,8/01/2015 5:00,4922.27,24.71,TRADE
VIC1,8/01/2015 5:30,5193.44,31.04,TRADE
VIC1,8/01/2015 6:00,5397.55,32.56,TRADE
VIC1,8/01/2015 6:30,5738.62,43.32,TRADE
VIC1,8/01/2015 7:00,6016.37,46.46,TRADE
VIC1,8/01/2015 7:30,6131.66,48.02,TRADE
VIC1,8/01/2015 8:00,6327.63,54.09,TRADE
VIC1,8/01/2015 8:30,6480.23,56.52,TRADE
VIC1,8/01/2015 9:00,6496.76,54.25,TRADE
VIC1,8/01/2015 9:30,6562.27,51.91,TRADE
VIC1,8/01/2015 10:00,6632.85,56.69,TRADE
VIC1,8/01/2015 10:30,6717.31,75.69,TRADE
VIC1,8/01/2015 11:00,6798.53,73.48,TRADE
VIC1,8/01/2015 11:30,6717.51,63.73,TRADE
VIC1,8/01/2015 12:00,6717.6,60.74,TRADE
VIC1,8/01/2015 12:30,6913.43,67.48,TRADE
VIC1,8/01/2015 13:00,7000.97,65.93,TRADE
VIC1,8/01/2015 13:30,7031.1,66.25,TRADE
VIC1,8/01/2015 14:00,6934.43,67.61,TRADE
VIC1,8/01/2015 14:30,6916.21,95.16,TRADE
VIC1,8/01/2015 15:00,6858.16,67.43,TRADE
VIC1,8/01/2015 15:30,6728.86,69.8,TRADE
VIC1,8/01/2015 16:00,6716.71,58.42,TRADE
VIC1,8/01/2015 16:30,6667.54,48.84,TRADE
VIC1,8/01/2015 17:00,6541.42,47.45,TRADE
VIC1,8/01/2015 17:30,6367.58,46.99,TRADE
VIC1,8/01/2015 18:00,6279.03,42.36,TRADE
VIC1,8/01/2015 18:30,6086.51,43.04,TRADE
VIC1,8/01/2015 19:00,5986.9,41.41,TRADE
VIC1,8/01/2015 19:30,5872.43,42.67,TRADE
VIC1,8/01/2015 20:00,5824.28,49.83,TRADE
VIC1,8/01/2015 20:30,5730.76,51.06,TRADE
VIC1,8/01/2015 21:00,5570.92,41.79,TRADE
VIC1,8/01/2015 21:30,5314.87,35.78,TRADE
VIC1,8/01/2015 22:00,5126.56,32.41,TRADE
VIC1,8/01/2015 22:30,5075.84,42.51,TRADE
VIC1,8/01/2015 23:00,5044.26,26.59,TRADE
VIC1,8/01/2015 23:30,5338.77,32.5,TRADE
VIC1,9/01/2015 0:00,5290.75,33.97,TRADE
VIC1,9/01/2015 0:30,4964.68,36.33,TRADE
VIC1,9/01/2015 1:00,4704.52,34.65,TRADE
VIC1,9/01/2015 1:30,4538.2,26.35,TRADE
VIC1,9/01/2015 2:00,4378.43,20.2,TRADE
VIC1,9/01/2015 2:30,4263.74,18.88,TRADE
VIC1,9/01/2015 3:00,4223.43,19.69,TRADE
VIC1,9/01/2015 3:30,4218.41,17.29,TRADE
VIC1,9/01/2015 4:00,4221.41,25.29,TRADE
VIC1,9/01/2015 4:30,4297.79,18.51,TRADE
VIC1,9/01/2015 5:00,4457.89,20.77,TRADE
VIC1,9/01/2015 5:30,4710.56,27.11,TRADE
VIC1,9/01/2015 6:00,4908.3,30.68,TRADE
VIC1,9/01/2015 6:30,5159.05,36.72,TRADE
VIC1,9/01/2015 7:00,5377.59,41.63,TRADE
VIC1,9/01/2015 7:30,5444.08,35.94,TRADE
VIC1,9/01/2015 8:00,5626.08,42.24,TRADE
VIC1,9/01/2015 8:30,5672.93,43.44,TRADE
VIC1,9/01/2015 9:00,5698.64,49.82,TRADE
VIC1,9/01/2015 9:30,5666.34,41.51,TRADE
VIC1,9/01/2015 10:00,5665.37,41.94,TRADE
VIC1,9/01/2015 10:30,5707.24,48.71,TRADE
VIC1,9/01/2015 11:00,5704.14,56.64,TRADE
VIC1,9/01/2015 11:30,5626.76,55.52,TRADE
VIC1,9/01/2015 12:00,5561.79,50.21,TRADE
VIC1,9/01/2015 12:30,5592.26,51.26,TRADE
VIC1,9/01/2015 13:00,5600.29,54.17,TRADE
VIC1,9/01/2015 13:30,5572.57,51.2,TRADE
VIC1,9/01/2015 14:00,5513.31,45.58,TRADE
VIC1,9/01/2015 14:30,5468.9,44.46,TRADE
VIC1,9/01/2015 15:00,5419.85,43.59,TRADE
VIC1,9/01/2015 15:30,5429.22,37.81,TRADE
VIC1,9/01/2015 16:00,5401.24,37.83,TRADE
VIC1,9/01/2015 16:30,5420.73,36.68,TRADE
VIC1,9/01/2015 17:00,5431.58,37.91,TRADE
VIC1,9/01/2015 17:30,5292.74,27.13,TRADE
VIC1,9/01/2015 18:00,5228.27,29.94,TRADE
VIC1,9/01/2015 18:30,5133.42,28.38,TRADE
VIC1,9/01/2015 19:00,5014.73,27.75,TRADE
VIC1,9/01/2015 19:30,4988.18,27.03,TRADE
VIC1,9/01/2015 20:00,4915.71,23.5,TRADE
VIC1,9/01/2015 20:30,4925.37,24.37,TRADE
VIC1,9/01/2015 21:00,4732.4,19.62,TRADE
VIC1,9/01/2015 21:30,4588.12,18.58,TRADE
VIC1,9/01/2015 22:00,4464.65,15.3,TRADE
VIC1,9/01/2015 22:30,4356.25,14.33,TRADE
VIC1,9/01/2015 23:00,4342.47,14.2,TRADE
VIC1,9/01/2015 23:30,4681.93,18.87,TRADE
VIC1,10/01/2015 0:00,4752.36,18.86,TRADE
VIC1,10/01/2015 0:30,4467.03,15.31,TRADE
VIC1,10/01/2015 1:00,4195.47,14.2,TRADE
VIC1,10/01/2015 1:30,4036.54,15.61,TRADE
VIC1,10/01/2015 2:00,3878.89,17.24,TRADE
VIC1,10/01/2015 2:30,3751.04,16.2,TRADE
VIC1,10/01/2015 3:00,3653.03,16.14,TRADE
VIC1,10/01/2015 3:30,3610.01,16.78,TRADE
VIC1,10/01/2015 4:00,3611.1,16.04,TRADE
VIC1,10/01/2015 4:30,3636.92,16.8,TRADE
VIC1,10/01/2015 5:00,3695.6,16.23,TRADE
VIC1,10/01/2015 5:30,3767.58,14.66,TRADE
VIC1,10/01/2015 6:00,3819.09,14.41,TRADE
VIC1,10/01/2015 6:30,3989.83,15.07,TRADE
VIC1,10/01/2015 7:00,4144.01,16.88,TRADE
VIC1,10/01/2015 7:30,4191.64,18.22,TRADE
VIC1,10/01/2015 8:00,4370.76,20.86,TRADE
VIC1,10/01/2015 8:30,4473.12,22.83,TRADE
VIC1,10/01/2015 9:00,4512.96,26.22,TRADE
VIC1,10/01/2015 9:30,4582.22,26.36,TRADE
VIC1,10/01/2015 10:00,4616.16,27.02,TRADE
VIC1,10/01/2015 10:30,4650.52,25.8,TRADE
VIC1,10/01/2015 11:00,4629.77,24.82,TRADE
VIC1,10/01/2015 11:30,4620.93,24.18,TRADE
VIC1,10/01/2015 12:00,4586.6,22.77,TRADE
VIC1,10/01/2015 12:30,4561.58,21.16,TRADE
VIC1,10/01/2015 13:00,4508.58,20.14,TRADE
VIC1,10/01/2015 13:30,4440.19,19.59,TRADE
VIC1,10/01/2015 14:00,4442.22,19.52,TRADE
VIC1,10/01/2015 14:30,4452.85,19.59,TRADE
VIC1,10/01/2015 15:00,4462.5,19.88,TRADE
VIC1,10/01/2015 15:30,4480.42,18.88,TRADE
VIC1,10/01/2015 16:00,4525.31,19.85,TRADE
VIC1,10/01/2015 16:30,4590.99,20.46,TRADE
