REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,7/03/2016 18:00,6072.25,29.1,TRADE
VIC1,7/03/2016 18:30,5888,28.44,TRADE
VIC1,7/03/2016 19:00,5861.71,42.49,TRADE
VIC1,7/03/2016 19:30,5813.26,38.31,TRADE
VIC1,7/03/2016 20:00,5742.99,41.37,TRADE
VIC1,7/03/2016 20:30,5527.01,40.65,TRADE
VIC1,7/03/2016 21:00,5300.18,33.63,TRADE
VIC1,7/03/2016 21:30,5047.04,34.1,TRADE
VIC1,7/03/2016 22:00,4836.82,31.54,TRADE
VIC1,7/03/2016 22:30,4750.07,30.83,TRADE
VIC1,7/03/2016 23:00,4679.03,32.69,TRADE
VIC1,7/03/2016 23:30,4938.01,38.24,TRADE
VIC1,8/03/2016 0:00,4910.22,37.96,TRADE
VIC1,8/03/2016 0:30,4656.9,29.98,TRADE
VIC1,8/03/2016 1:00,4569.43,29.92,TRADE
VIC1,8/03/2016 1:30,4439.5,25.36,TRADE
VIC1,8/03/2016 2:00,4361.81,26.35,TRADE
VIC1,8/03/2016 2:30,4259.57,24.51,TRADE
VIC1,8/03/2016 3:00,4194.68,23.89,TRADE
VIC1,8/03/2016 3:30,4224.18,24.79,TRADE
VIC1,8/03/2016 4:00,4266.06,25.05,TRADE
VIC1,8/03/2016 4:30,4385.43,29.02,TRADE
VIC1,8/03/2016 5:00,4495.93,29.9,TRADE
VIC1,8/03/2016 5:30,4908.22,45.7,TRADE
VIC1,8/03/2016 6:00,5273.48,32.68,TRADE
VIC1,8/03/2016 6:30,5754.09,38.5,TRADE
VIC1,8/03/2016 7:00,5998.93,88.24,TRADE
VIC1,8/03/2016 7:30,5983.71,40.27,TRADE
VIC1,8/03/2016 8:00,6102.92,45.76,TRADE
VIC1,8/03/2016 8:30,6165.76,50.41,TRADE
VIC1,8/03/2016 9:00,6257.48,56.38,TRADE
VIC1,8/03/2016 9:30,6400.42,62.23,TRADE
VIC1,8/03/2016 10:00,6519.02,66.94,TRADE
VIC1,8/03/2016 10:30,6669.88,62.93,TRADE
VIC1,8/03/2016 11:00,6833.24,63.76,TRADE
VIC1,8/03/2016 11:30,7136.58,74.95,TRADE
VIC1,8/03/2016 12:00,7383.4,100.04,TRADE
VIC1,8/03/2016 12:30,7601.85,102.55,TRADE
VIC1,8/03/2016 13:00,7914.01,114.22,TRADE
VIC1,8/03/2016 13:30,8048.53,175.57,TRADE
VIC1,8/03/2016 14:00,8254.62,121.75,TRADE
VIC1,8/03/2016 14:30,8412.87,195.85,TRADE
VIC1,8/03/2016 15:00,8607.56,213.16,TRADE
VIC1,8/03/2016 15:30,8887.06,267.75,TRADE
VIC1,8/03/2016 16:00,9157.65,143.03,TRADE
VIC1,8/03/2016 16:30,9165.37,2031,TRADE
VIC1,8/03/2016 17:00,9213.18,2108.55,TRADE
VIC1,8/03/2016 17:30,9139.04,121.08,TRADE
VIC1,8/03/2016 18:00,9038.72,131.26,TRADE
VIC1,8/03/2016 18:30,8728.72,1973.94,TRADE
VIC1,8/03/2016 19:00,8563.93,115.72,TRADE
VIC1,8/03/2016 19:30,8463.47,105.9,TRADE
VIC1,8/03/2016 20:00,8251.68,98.6,TRADE
VIC1,8/03/2016 20:30,7848.47,62.45,TRADE
VIC1,8/03/2016 21:00,7371.76,56.63,TRADE
VIC1,8/03/2016 21:30,6894.68,49.93,TRADE
VIC1,8/03/2016 22:00,6475.44,41.65,TRADE
VIC1,8/03/2016 22:30,6181.2,132.18,TRADE
VIC1,8/03/2016 23:00,6009.54,50.46,TRADE
VIC1,8/03/2016 23:30,6189.84,43.78,TRADE
VIC1,9/03/2016 0:00,6024.49,40.73,TRADE
VIC1,9/03/2016 0:30,5720.57,38.36,TRADE
VIC1,9/03/2016 1:00,5454.69,35.54,TRADE
VIC1,9/03/2016 1:30,5290.49,35.81,TRADE
VIC1,9/03/2016 2:00,5119,36.53,TRADE
VIC1,9/03/2016 2:30,5012.38,33.65,TRADE
VIC1,9/03/2016 3:00,4913.88,32.15,TRADE
VIC1,9/03/2016 3:30,4867.31,34.57,TRADE
VIC1,9/03/2016 4:00,4852.25,36.81,TRADE
VIC1,9/03/2016 4:30,4985.55,41.18,TRADE
VIC1,9/03/2016 5:00,5182.01,47.72,TRADE
VIC1,9/03/2016 5:30,5616.63,61.57,TRADE
VIC1,9/03/2016 6:00,6025.45,58.52,TRADE
VIC1,9/03/2016 6:30,6529.52,114.18,TRADE
VIC1,9/03/2016 7:00,6831.12,115.26,TRADE
VIC1,9/03/2016 7:30,6935.33,43.27,TRADE
VIC1,9/03/2016 8:00,7084.3,78.42,TRADE
VIC1,9/03/2016 8:30,7227.44,94.74,TRADE
VIC1,9/03/2016 9:00,7220.99,92.68,TRADE
VIC1,9/03/2016 9:30,7224.25,57.71,TRADE
VIC1,9/03/2016 10:00,7247.1,85.08,TRADE
VIC1,9/03/2016 10:30,7317.74,63.19,TRADE
VIC1,9/03/2016 11:00,7394.94,88.19,TRADE
VIC1,9/03/2016 11:30,7490.59,71.71,TRADE
VIC1,9/03/2016 12:00,7486.32,55.58,TRADE
VIC1,9/03/2016 12:30,7518.65,54.86,TRADE
VIC1,9/03/2016 13:00,7558.86,64.09,TRADE
VIC1,9/03/2016 13:30,7573.44,84.5,TRADE
VIC1,9/03/2016 14:00,7566.83,93.97,TRADE
VIC1,9/03/2016 14:30,7488.83,65.45,TRADE
VIC1,9/03/2016 15:00,7436.8,76.52,TRADE
VIC1,9/03/2016 15:30,7437.15,113.1,TRADE
VIC1,9/03/2016 16:00,7406.8,173.13,TRADE
VIC1,9/03/2016 16:30,7224.94,82.35,TRADE
VIC1,9/03/2016 17:00,7078.79,77.14,TRADE
VIC1,9/03/2016 17:30,6743.1,54.52,TRADE
VIC1,9/03/2016 18:00,6528.86,46.38,TRADE
VIC1,9/03/2016 18:30,6337.86,80.76,TRADE
VIC1,9/03/2016 19:00,6285.52,86.44,TRADE
VIC1,9/03/2016 19:30,6330.19,50.83,TRADE
VIC1,9/03/2016 20:00,6170.15,50.09,TRADE
VIC1,9/03/2016 20:30,5966.08,50.57,TRADE
VIC1,9/03/2016 21:00,5679.46,36.05,TRADE
VIC1,9/03/2016 21:30,5414.29,31.93,TRADE
VIC1,9/03/2016 22:00,5161.53,29.11,TRADE
VIC1,9/03/2016 22:30,5039.42,86.54,TRADE
VIC1,9/03/2016 23:00,4945.9,34.88,TRADE
VIC1,9/03/2016 23:30,5250.46,37.89,TRADE
VIC1,10/03/2016 0:00,5183.02,38.93,TRADE
VIC1,10/03/2016 0:30,4883.76,34.15,TRADE
VIC1,10/03/2016 1:00,4753.15,29.65,TRADE
VIC1,10/03/2016 1:30,4635.84,27,TRADE
VIC1,10/03/2016 2:00,4517.61,25.68,TRADE
VIC1,10/03/2016 2:30,4457.51,24.74,TRADE
VIC1,10/03/2016 3:00,4369.61,25.26,TRADE
VIC1,10/03/2016 3:30,4352.11,25.25,TRADE
VIC1,10/03/2016 4:00,4404.74,25.54,TRADE
VIC1,10/03/2016 4:30,4536.44,27.85,TRADE
VIC1,10/03/2016 5:00,4714.83,33.34,TRADE
VIC1,10/03/2016 5:30,5078.2,56.39,TRADE
VIC1,10/03/2016 6:00,5429.11,46.65,TRADE
VIC1,10/03/2016 6:30,5905.23,53.06,TRADE
VIC1,10/03/2016 7:00,6150.06,72.97,TRADE
VIC1,10/03/2016 7:30,6119.84,43.95,TRADE
VIC1,10/03/2016 8:00,6123.96,52.47,TRADE
VIC1,10/03/2016 8:30,6221.43,74.5,TRADE
VIC1,10/03/2016 9:00,6202.46,75.75,TRADE
VIC1,10/03/2016 9:30,6233.3,73.41,TRADE
VIC1,10/03/2016 10:00,6264.07,62.1,TRADE
VIC1,10/03/2016 10:30,6273.97,56.87,TRADE
VIC1,10/03/2016 11:00,6274.92,55.96,TRADE
VIC1,10/03/2016 11:30,6319.06,47.18,TRADE
VIC1,10/03/2016 12:00,6353.27,52.89,TRADE
VIC1,10/03/2016 12:30,6392.8,46.28,TRADE
VIC1,10/03/2016 13:00,6422.35,48.1,TRADE
VIC1,10/03/2016 13:30,6460.91,52.71,TRADE
VIC1,10/03/2016 14:00,6455.89,55.67,TRADE
VIC1,10/03/2016 14:30,6349.65,52.15,TRADE
VIC1,10/03/2016 15:00,6297.99,56.34,TRADE
VIC1,10/03/2016 15:30,6321.13,53.22,TRADE
VIC1,10/03/2016 16:00,6312.49,50.13,TRADE
VIC1,10/03/2016 16:30,6303.42,41.14,TRADE
VIC1,10/03/2016 17:00,6270.69,36.36,TRADE
VIC1,10/03/2016 17:30,6090.86,38.16,TRADE
VIC1,10/03/2016 18:00,6028.62,42.01,TRADE
VIC1,10/03/2016 18:30,5939.5,41.1,TRADE
VIC1,10/03/2016 19:00,5963.1,61.62,TRADE
VIC1,10/03/2016 19:30,5913.83,46.92,TRADE
VIC1,10/03/2016 20:00,5758.45,39.35,TRADE
VIC1,10/03/2016 20:30,5634.67,32.5,TRADE
VIC1,10/03/2016 21:00,5430.7,37.29,TRADE
VIC1,10/03/2016 21:30,5189.69,30.74,TRADE
VIC1,10/03/2016 22:00,4993.48,30.38,TRADE
VIC1,10/03/2016 22:30,4902.73,56.74,TRADE
VIC1,10/03/2016 23:00,4874.59,40.64,TRADE
VIC1,10/03/2016 23:30,5206.37,42.9,TRADE
VIC1,11/03/2016 0:00,5174.34,42.62,TRADE
VIC1,11/03/2016 0:30,4902.83,44.62,TRADE
VIC1,11/03/2016 1:00,4714.82,26.1,TRADE
VIC1,11/03/2016 1:30,4604.42,31.93,TRADE
VIC1,11/03/2016 2:00,4437.69,31.18,TRADE
VIC1,11/03/2016 2:30,4361.62,27.99,TRADE
VIC1,11/03/2016 3:00,4364.37,27.27,TRADE
VIC1,11/03/2016 3:30,4331.17,26.67,TRADE
VIC1,11/03/2016 4:00,4394.07,28.17,TRADE
VIC1,11/03/2016 4:30,4494.25,33.26,TRADE
VIC1,11/03/2016 5:00,4668.14,33.12,TRADE
VIC1,11/03/2016 5:30,5029.94,45.63,TRADE
VIC1,11/03/2016 6:00,5382.09,44.92,TRADE
VIC1,11/03/2016 6:30,5834.97,45.35,TRADE
VIC1,11/03/2016 7:00,6118.42,81.07,TRADE
VIC1,11/03/2016 7:30,6087.35,49.78,TRADE
VIC1,11/03/2016 8:00,6129.98,57.72,TRADE
VIC1,11/03/2016 8:30,6210.04,56.71,TRADE
VIC1,11/03/2016 9:00,6233.68,58.15,TRADE
VIC1,11/03/2016 9:30,6301.49,59.57,TRADE
VIC1,11/03/2016 10:00,6360.21,62.16,TRADE
VIC1,11/03/2016 10:30,6383.4,55.22,TRADE
VIC1,11/03/2016 11:00,6481.33,55.99,TRADE
VIC1,11/03/2016 11:30,6511.05,51.98,TRADE
VIC1,11/03/2016 12:00,6580.3,60.29,TRADE
VIC1,11/03/2016 12:30,6626.78,61.31,TRADE
VIC1,11/03/2016 13:00,6720.83,75.45,TRADE
VIC1,11/03/2016 13:30,6782.37,76.54,TRADE
VIC1,11/03/2016 14:00,6889.31,73.91,TRADE
VIC1,11/03/2016 14:30,6904.47,59.93,TRADE
VIC1,11/03/2016 15:00,6991.44,59.7,TRADE
VIC1,11/03/2016 15:30,7149.17,60.18,TRADE
VIC1,11/03/2016 16:00,7175.08,58.75,TRADE
VIC1,11/03/2016 16:30,7183.81,59.15,TRADE
VIC1,11/03/2016 17:00,7153.69,57.44,TRADE
VIC1,11/03/2016 17:30,7035.53,45.04,TRADE
VIC1,11/03/2016 18:00,6808.8,38.35,TRADE
VIC1,11/03/2016 18:30,6586.47,36.68,TRADE
VIC1,11/03/2016 19:00,6420.34,46.78,TRADE
VIC1,11/03/2016 19:30,6364.69,49.96,TRADE
VIC1,11/03/2016 20:00,6212.32,41.07,TRADE
VIC1,11/03/2016 20:30,5894.86,41.32,TRADE
VIC1,11/03/2016 21:00,5674.21,35.75,TRADE
VIC1,11/03/2016 21:30,5450.83,32.22,TRADE
VIC1,11/03/2016 22:00,5200.66,30.98,TRADE
VIC1,11/03/2016 22:30,5115.18,46.22,TRADE
VIC1,11/03/2016 23:00,5085.88,51.14,TRADE
VIC1,11/03/2016 23:30,5310.01,36.33,TRADE
VIC1,12/03/2016 0:00,5237.62,34.27,TRADE
VIC1,12/03/2016 0:30,4916.62,26.09,TRADE
VIC1,12/03/2016 1:00,4715.82,18.57,TRADE
VIC1,12/03/2016 1:30,4609.94,16.26,TRADE
VIC1,12/03/2016 2:00,4464.44,16.2,TRADE
VIC1,12/03/2016 2:30,4396.03,16.2,TRADE
VIC1,12/03/2016 3:00,4274.66,16.2,TRADE
VIC1,12/03/2016 3:30,4249.67,17.12,TRADE
VIC1,12/03/2016 4:00,4242.7,19.1,TRADE
VIC1,12/03/2016 4:30,4301.57,18.27,TRADE
VIC1,12/03/2016 5:00,4345.01,16.2,TRADE
VIC1,12/03/2016 5:30,4486.32,16.2,TRADE
VIC1,12/03/2016 6:00,4611,16.2,TRADE
VIC1,12/03/2016 6:30,4737.88,16.24,TRADE
VIC1,12/03/2016 7:00,4854.03,20.17,TRADE
VIC1,12/03/2016 7:30,4933.24,27.03,TRADE
VIC1,12/03/2016 8:00,5087.31,34.99,TRADE
VIC1,12/03/2016 8:30,5249.34,42.04,TRADE
VIC1,12/03/2016 9:00,5299.71,38.21,TRADE
VIC1,12/03/2016 9:30,5347.39,38.04,TRADE
VIC1,12/03/2016 10:00,5305.18,49.9,TRADE
VIC1,12/03/2016 10:30,5350.21,52.07,TRADE
VIC1,12/03/2016 11:00,5347.21,59.09,TRADE
VIC1,12/03/2016 11:30,5337.63,55.38,TRADE
VIC1,12/03/2016 12:00,5343.95,52.02,TRADE
VIC1,12/03/2016 12:30,5336.52,55.07,TRADE
VIC1,12/03/2016 13:00,5317.76,55.46,TRADE
VIC1,12/03/2016 13:30,5321.69,65.87,TRADE
VIC1,12/03/2016 14:00,5296.01,61.46,TRADE
VIC1,12/03/2016 14:30,5348.32,56.32,TRADE
VIC1,12/03/2016 15:00,5397.03,60.53,TRADE
VIC1,12/03/2016 15:30,5374.81,62.01,TRADE
VIC1,12/03/2016 16:00,5387.61,65.03,TRADE
VIC1,12/03/2016 16:30,5395.58,55.13,TRADE
VIC1,12/03/2016 17:00,5445.15,52.39,TRADE
VIC1,12/03/2016 17:30,5411.12,59.48,TRADE
VIC1,12/03/2016 18:00,5350.21,39.28,TRADE
VIC1,12/03/2016 18:30,5285.46,35.7,TRADE
VIC1,12/03/2016 19:00,5233.83,56.87,TRADE
VIC1,12/03/2016 19:30,5208.03,45.94,TRADE
VIC1,12/03/2016 20:00,5118.55,32.73,TRADE
VIC1,12/03/2016 20:30,4984.54,33.32,TRADE
VIC1,12/03/2016 21:00,4877.38,24.7,TRADE
VIC1,12/03/2016 21:30,4748.29,17.18,TRADE
VIC1,12/03/2016 22:00,4605.72,16.2,TRADE
VIC1,12/03/2016 22:30,4528.73,16.2,TRADE
VIC1,12/03/2016 23:00,4541.69,16.2,TRADE
VIC1,12/03/2016 23:30,4823,16.82,TRADE
VIC1,13/03/2016 0:00,4817.77,18,TRADE
VIC1,13/03/2016 0:30,4538.61,16.2,TRADE
VIC1,13/03/2016 1:00,4324.02,16.22,TRADE
VIC1,13/03/2016 1:30,4177.09,19.47,TRADE
VIC1,13/03/2016 2:00,4045.84,18.47,TRADE
VIC1,13/03/2016 2:30,3945.22,16.42,TRADE
VIC1,13/03/2016 3:00,3883.57,14.9,TRADE
VIC1,13/03/2016 3:30,3848.85,14.17,TRADE
VIC1,13/03/2016 4:00,3824.6,15.85,TRADE
VIC1,13/03/2016 4:30,3838.68,13.42,TRADE
VIC1,13/03/2016 5:00,3873.95,14.45,TRADE
VIC1,13/03/2016 5:30,3945.5,16.56,TRADE
VIC1,13/03/2016 6:00,4041.22,18.03,TRADE
VIC1,13/03/2016 6:30,4169.35,19.61,TRADE
VIC1,13/03/2016 7:00,4262.22,20.44,TRADE
VIC1,13/03/2016 7:30,4308.23,21.09,TRADE
VIC1,13/03/2016 8:00,4462.14,27.01,TRADE
VIC1,13/03/2016 8:30,4597.94,29.76,TRADE
VIC1,13/03/2016 9:00,4659.22,29.55,TRADE
VIC1,13/03/2016 9:30,4732.59,30.19,TRADE
VIC1,13/03/2016 10:00,4741.76,30.12,TRADE
VIC1,13/03/2016 10:30,4764.86,30.79,TRADE
VIC1,13/03/2016 11:00,4797.05,30.76,TRADE
VIC1,13/03/2016 11:30,4807.51,30.84,TRADE
VIC1,13/03/2016 12:00,4745.86,31.54,TRADE
VIC1,13/03/2016 12:30,4736.8,34.89,TRADE
VIC1,13/03/2016 13:00,4853.98,32.4,TRADE
VIC1,13/03/2016 13:30,4846.21,36.76,TRADE
VIC1,13/03/2016 14:00,4878.74,42.61,TRADE
VIC1,13/03/2016 14:30,4915.58,49.68,TRADE
VIC1,13/03/2016 15:00,4989.04,51.21,TRADE
VIC1,13/03/2016 15:30,5107.57,52.97,TRADE
VIC1,13/03/2016 16:00,5209.28,53.16,TRADE
VIC1,13/03/2016 16:30,5246.33,43.26,TRADE
VIC1,13/03/2016 17:00,5330.69,56.41,TRADE
VIC1,13/03/2016 17:30,5342.96,43.47,TRADE
VIC1,13/03/2016 18:00,5322.24,45.43,TRADE
VIC1,13/03/2016 18:30,5240.39,33.71,TRADE
VIC1,13/03/2016 19:00,5179.01,25.2,TRADE
VIC1,13/03/2016 19:30,5221.72,34.59,TRADE
VIC1,13/03/2016 20:00,5169.87,41.2,TRADE
VIC1,13/03/2016 20:30,5049.83,38.68,TRADE
VIC1,13/03/2016 21:00,4913.49,25.36,TRADE
VIC1,13/03/2016 21:30,4729.76,21.84,TRADE
VIC1,13/03/2016 22:00,4531.15,19.9,TRADE
VIC1,13/03/2016 22:30,4473.3,23.58,TRADE
VIC1,13/03/2016 23:00,4451.97,20.37,TRADE
VIC1,13/03/2016 23:30,4765.68,27.01,TRADE
VIC1,14/03/2016 0:00,4745.34,26.68,TRADE
VIC1,14/03/2016 0:30,4445.97,22.06,TRADE
VIC1,14/03/2016 1:00,4237.65,16.34,TRADE
VIC1,14/03/2016 1:30,4102.7,18.26,TRADE
VIC1,14/03/2016 2:00,3910.86,19.23,TRADE
VIC1,14/03/2016 2:30,3754.39,16.75,TRADE
VIC1,14/03/2016 3:00,3659.62,15.77,TRADE
VIC1,14/03/2016 3:30,3633.53,15.66,TRADE
VIC1,14/03/2016 4:00,3618.98,15.93,TRADE
VIC1,14/03/2016 4:30,3667.5,16.45,TRADE
VIC1,14/03/2016 5:00,3710.42,16.84,TRADE
VIC1,14/03/2016 5:30,3846.17,19.71,TRADE
VIC1,14/03/2016 6:00,3975.81,19.39,TRADE
VIC1,14/03/2016 6:30,4161.15,21.97,TRADE
VIC1,14/03/2016 7:00,4286.06,37.97,TRADE
VIC1,14/03/2016 7:30,4310.92,28.46,TRADE
VIC1,14/03/2016 8:00,4386.38,28.52,TRADE
VIC1,14/03/2016 8:30,4377.71,31.95,TRADE
VIC1,14/03/2016 9:00,4470.1,42.42,TRADE
VIC1,14/03/2016 9:30,4565.89,27.45,TRADE
VIC1,14/03/2016 10:00,4598.4,29.54,TRADE
VIC1,14/03/2016 10:30,4586.32,28.29,TRADE
VIC1,14/03/2016 11:00,4596.51,30.73,TRADE
VIC1,14/03/2016 11:30,4669.62,34.18,TRADE
VIC1,14/03/2016 12:00,4626.73,31.32,TRADE
VIC1,14/03/2016 12:30,4693.83,39.34,TRADE
VIC1,14/03/2016 13:00,4634.39,37.92,TRADE
VIC1,14/03/2016 13:30,4626.38,35.5,TRADE
VIC1,14/03/2016 14:00,4631.91,35.7,TRADE
VIC1,14/03/2016 14:30,4647.43,27.7,TRADE
VIC1,14/03/2016 15:00,4660.77,25.26,TRADE
VIC1,14/03/2016 15:30,4740.69,23.15,TRADE
VIC1,14/03/2016 16:00,4820.19,22.5,TRADE
VIC1,14/03/2016 16:30,4927.76,21.89,TRADE
VIC1,14/03/2016 17:00,4973.82,25.31,TRADE
VIC1,14/03/2016 17:30,4948.5,21.59,TRADE
VIC1,14/03/2016 18:00,4860.3,22.24,TRADE
VIC1,14/03/2016 18:30,4804.9,21.78,TRADE
VIC1,14/03/2016 19:00,4764.99,20.88,TRADE
VIC1,14/03/2016 19:30,4857.5,24.11,TRADE
VIC1,14/03/2016 20:00,4753.33,23.81,TRADE
VIC1,14/03/2016 20:30,4620.21,26.19,TRADE
VIC1,14/03/2016 21:00,4453.46,21.8,TRADE
VIC1,14/03/2016 21:30,4198.92,18.15,TRADE
VIC1,14/03/2016 22:00,4026.12,17.15,TRADE
VIC1,14/03/2016 22:30,3942.12,14.53,TRADE
VIC1,14/03/2016 23:00,3942.99,16.93,TRADE
VIC1,14/03/2016 23:30,4301.9,18.11,TRADE
VIC1,15/03/2016 0:00,4403.94,19.98,TRADE
VIC1,15/03/2016 0:30,4114.42,16.92,TRADE
VIC1,15/03/2016 1:00,3980.18,9.59,TRADE
VIC1,15/03/2016 1:30,3828.19,11.23,TRADE
VIC1,15/03/2016 2:00,3760.3,12.56,TRADE
VIC1,15/03/2016 2:30,3678.05,14.05,TRADE
VIC1,15/03/2016 3:00,3634.02,17.38,TRADE
VIC1,15/03/2016 3:30,3661.3,17.49,TRADE
VIC1,15/03/2016 4:00,3653.93,13.99,TRADE
VIC1,15/03/2016 4:30,3828.85,20.48,TRADE
VIC1,15/03/2016 5:00,4071.85,21.12,TRADE
VIC1,15/03/2016 5:30,4445.33,21.91,TRADE
VIC1,15/03/2016 6:00,4850.23,14.11,TRADE
VIC1,15/03/2016 6:30,5429.78,24.28,TRADE
VIC1,15/03/2016 7:00,5692.64,34,TRADE
VIC1,15/03/2016 7:30,5521.62,27.45,TRADE
VIC1,15/03/2016 8:00,5573.26,31.16,TRADE
VIC1,15/03/2016 8:30,5639.52,34,TRADE
VIC1,15/03/2016 9:00,5677.81,34,TRADE
VIC1,15/03/2016 9:30,5714.54,32.71,TRADE
VIC1,15/03/2016 10:00,5707.18,31.58,TRADE
VIC1,15/03/2016 10:30,5709,29.54,TRADE
VIC1,15/03/2016 11:00,5721.9,30.71,TRADE
VIC1,15/03/2016 11:30,5805.5,32.36,TRADE
VIC1,15/03/2016 12:00,5794.44,32.93,TRADE
VIC1,15/03/2016 12:30,5793.86,33.18,TRADE
VIC1,15/03/2016 13:00,5864.43,32.74,TRADE
VIC1,15/03/2016 13:30,5914.15,34,TRADE
VIC1,15/03/2016 14:00,5948.31,33.89,TRADE
VIC1,15/03/2016 14:30,5952.81,33.21,TRADE
VIC1,15/03/2016 15:00,5988.62,41.59,TRADE
VIC1,15/03/2016 15:30,6072.88,42.51,TRADE
VIC1,15/03/2016 16:00,6143.67,48.67,TRADE
VIC1,15/03/2016 16:30,6103.27,35.29,TRADE
VIC1,15/03/2016 17:00,6003.17,33.69,TRADE
VIC1,15/03/2016 17:30,5808.51,28.12,TRADE
VIC1,15/03/2016 18:00,5650.2,26.65,TRADE
VIC1,15/03/2016 18:30,5471.82,24.49,TRADE
VIC1,15/03/2016 19:00,5538.5,28.26,TRADE
VIC1,15/03/2016 19:30,5613.65,32.14,TRADE
VIC1,15/03/2016 20:00,5353.18,30.57,TRADE
VIC1,15/03/2016 20:30,5164.83,26.33,TRADE
VIC1,15/03/2016 21:00,5000.75,27.41,TRADE
VIC1,15/03/2016 21:30,4734.23,23.02,TRADE
VIC1,15/03/2016 22:00,4550.07,21.19,TRADE
VIC1,15/03/2016 22:30,4431.18,27.82,TRADE
VIC1,15/03/2016 23:00,4428.83,35.4,TRADE
VIC1,15/03/2016 23:30,4719.26,25.02,TRADE
VIC1,16/03/2016 0:00,4790.22,27.26,TRADE
VIC1,16/03/2016 0:30,4553.33,25.2,TRADE
VIC1,16/03/2016 1:00,4356.75,24.09,TRADE
VIC1,16/03/2016 1:30,4235.9,20.28,TRADE
VIC1,16/03/2016 2:00,4112.72,17.59,TRADE
VIC1,16/03/2016 2:30,4028.41,18.31,TRADE
VIC1,16/03/2016 3:00,3976.52,18.01,TRADE
VIC1,16/03/2016 3:30,3960.71,18.73,TRADE
VIC1,16/03/2016 4:00,4003.9,20.68,TRADE
VIC1,16/03/2016 4:30,4119.62,23.55,TRADE
VIC1,16/03/2016 5:00,4311.26,23.23,TRADE
VIC1,16/03/2016 5:30,4685.75,35.63,TRADE
VIC1,16/03/2016 6:00,5041.12,29.68,TRADE
VIC1,16/03/2016 6:30,5422.61,56.27,TRADE
VIC1,16/03/2016 7:00,5645.3,130.2,TRADE
VIC1,16/03/2016 7:30,5607.76,45.59,TRADE
VIC1,16/03/2016 8:00,5593.11,60.69,TRADE
VIC1,16/03/2016 8:30,5599.88,55.08,TRADE
VIC1,16/03/2016 9:00,5621.69,58.4,TRADE
VIC1,16/03/2016 9:30,5685.87,55.24,TRADE
VIC1,16/03/2016 10:00,5757.2,46.79,TRADE
VIC1,16/03/2016 10:30,5832.13,53.85,TRADE
VIC1,16/03/2016 11:00,5969.06,54.6,TRADE
VIC1,16/03/2016 11:30,6025.94,43.75,TRADE
VIC1,16/03/2016 12:00,6106.3,53.31,TRADE
VIC1,16/03/2016 12:30,6266.94,57.29,TRADE
VIC1,16/03/2016 13:00,6376.09,62.29,TRADE
VIC1,16/03/2016 13:30,6547.79,68.48,TRADE
VIC1,16/03/2016 14:00,6674.37,69.44,TRADE
VIC1,16/03/2016 14:30,6719.43,46.59,TRADE
VIC1,16/03/2016 15:00,6798.19,87.53,TRADE
VIC1,16/03/2016 15:30,6923.09,93.97,TRADE
VIC1,16/03/2016 16:00,7059.26,91.89,TRADE
VIC1,16/03/2016 16:30,7136.22,72.58,TRADE
VIC1,16/03/2016 17:00,7080.66,72.46,TRADE
VIC1,16/03/2016 17:30,6905.82,57.82,TRADE
VIC1,16/03/2016 18:00,6785.98,55.87,TRADE
VIC1,16/03/2016 18:30,6647.87,58.4,TRADE
VIC1,16/03/2016 19:00,6532.05,74.3,TRADE
VIC1,16/03/2016 19:30,6504.59,56.84,TRADE
VIC1,16/03/2016 20:00,6319.37,56.14,TRADE
VIC1,16/03/2016 20:30,6064.66,57.21,TRADE
VIC1,16/03/2016 21:00,5767.17,57.27,TRADE
VIC1,16/03/2016 21:30,5485.42,46.84,TRADE
VIC1,16/03/2016 22:00,5186.68,36.3,TRADE
VIC1,16/03/2016 22:30,5054.47,69.76,TRADE
VIC1,16/03/2016 23:00,4974.33,45.7,TRADE
VIC1,16/03/2016 23:30,5241.74,54.56,TRADE
VIC1,17/03/2016 0:00,5205.04,54.14,TRADE
VIC1,17/03/2016 0:30,4881.15,35.97,TRADE
VIC1,17/03/2016 1:00,4708.47,30.09,TRADE
VIC1,17/03/2016 1:30,4512.38,25.26,TRADE
VIC1,17/03/2016 2:00,4354.37,22.49,TRADE
VIC1,17/03/2016 2:30,4244.31,17.67,TRADE
VIC1,17/03/2016 3:00,4208.3,17.71,TRADE
VIC1,17/03/2016 3:30,4204.66,17.91,TRADE
VIC1,17/03/2016 4:00,4191.45,19,TRADE
VIC1,17/03/2016 4:30,4315.44,15.41,TRADE
VIC1,17/03/2016 5:00,4528.18,20.99,TRADE
VIC1,17/03/2016 5:30,4915.42,29.86,TRADE
VIC1,17/03/2016 6:00,5300.79,37.81,TRADE
VIC1,17/03/2016 6:30,5687.56,53.79,TRADE
VIC1,17/03/2016 7:00,5837.54,64.85,TRADE
VIC1,17/03/2016 7:30,5776.84,33.14,TRADE
VIC1,17/03/2016 8:00,5831.82,33.04,TRADE
VIC1,17/03/2016 8:30,5946.46,49.85,TRADE
VIC1,17/03/2016 9:00,6009.65,62.81,TRADE
VIC1,17/03/2016 9:30,6053.81,63.91,TRADE
VIC1,17/03/2016 10:00,6161.09,44.46,TRADE
VIC1,17/03/2016 10:30,6256.58,45.63,TRADE
